id,name,address,lat,lon
106,"Белое озеро","",55.13358304244603,37.26215686356204
107,"Белояр","Московская обл, Дмитровский р-н, Яхрома",56.28989,37.483858
108,"Белые росы - 2","",55.9046944009971,36.682371854782104
109,"Белый берег","Московская обл, Раменский р-н, Верхнее Мячково с",55.550662,37.97962
110,"Белый город","",55.915303414390436,37.189321517944336
111,"Бельведер","",56.05086153328716,37.34112549584961
112,"Бельведер","",56.107125841798705,37.783337402343705
113,"Бельгийская деревня","",55.56395395375874,37.39600767135016
114,"Бельгийское предместье","",55.5685160776946,37.39489187239997
115,"Беляевская слобода","Московская обл, Чеховский р-н, Беляево д",55.150957,37.335672
116,"Берег","",55.447575723768054,38.24992858863527
117,"Берег Истры","",56.066500607513525,36.859354734420776
118,"Берег ФМ","",55.25525108643951,37.84309387207031
119,"Берег HONKA","Московская обл, Истринский р-н, Куртниково д",56.054452,36.725779
120,"Бережки","Московская обл, Можайский р-н, Андреевское д",55.388491,35.993975
121,"Бережково","",56.09856648709057,36.852779388427734
122,"Березка","",55.50618030464306,38.09886932373047
123,"Березки","",54.73992414350694,37.32483184661862
124,"Березки","",54.64612803357599,37.96969413757324
125,"Березки","Московская обл, Одинцовский р-н",55.641737,36.900798
126,"Берёзки","",55.45859469598648,38.30181710355225
127,"Березовая Аллея","",55.82607110834643,37.01108112640384
128,"Березовая опушка","",55.506725892554286,38.10264312720949
129,"Березовая роща","Москва, Троицкий, Щаповское",55.391631,37.380848
130,"Березовая Роща","",56.338046795890975,38.51703643798828
131,"Березовка","",56.03906176546751,35.558624267578125
132,"Березовый Лес","",55.42874229702315,37.30725877916257
133,"Березовый мостик-1","",55.85537134802874,38.37867736816406
134,"Березовый мостик-2","",55.85537134802874,38.37944984436035
135,"Березовый парк","Московская обл, Раменский р-н, Софьино с",55.499346,38.17672
136,"Березы","",55.31237572982839,37.62314873729247
137,"Берендеев лес 3","",55.05585741564856,37.155418395996094
138,"Берендеевка","",55.89871841902164,36.70667644625246
139,"Берендеево царство","",55.0551199804517,37.154645919799805
140,"Бестужево","",56.18088862589702,37.60628022030028
141,"Биосфера","",54.96777028355401,37.61723895239254
142,"Бисерово Парк","",55.79322365414599,38.13311576843262
143,"Битягово","",55.39657272442366,37.82061796396488
144,"Благовещенка","Московская обл, Солнечногорский р-н, Благовещенка д",55.911007,37.229671
145,"Благодарово","Московская обл, Воскресенский р-н, Ивановка д",55.480903,38.400355
146,"Благодать","",55.54840059217579,37.34924369497071
147,"Ближнее Покровское","",55.55774827845225,37.27669658302
148,"Ближний берег","Московская обл, Волоколамский р-н, Вишенки д",55.847103,36.067889
149,"Бобровые угодья","",54.554544410585585,38.07037353515625
150,"Бобровый остров","Московская обл, Серпуховский р-н",54.944978,37.544432
151,"Богатырская застава-1","",55.05528283189294,37.154860496520996
152,"Богородское","",55.52853336308195,37.42621421813965
153,"Болтино","",55.97009983784913,37.66379356384277
154,"Большая вода","Московская обл, Истринский р-н, Верхуртово д",56.073685,36.738283
155,"Большие озера-2","",55.05521830592942,37.15481758117676
156,"Большое петровское","",55.205471605044885,37.42119312286377
157,"Большое Покровское","",55.5602818146902,37.2399577349488
158,"Большой Берег","",56.12106042504407,34.55217361450195
159,"Борисовка","",55.48238627700494,37.582293329577624
160,"Борисовка-2","",55.46934946388505,37.60134774241942
161,"Борисовка-парк","",55.470906324994985,37.610445795397936
162,"Боровик","",55.99561593052968,36.93496062000736
163,"Боровики-2","Московская обл",55.815792,37.380031
164,"Боровки","",55.18229826672193,36.519412994384766
165,"Боровое","",55.859032504131505,38.59479904174805
166,"Бортнево","",56.16094284589755,37.80215263366699
167,"Боярово","Московская обл, Раменский р-н, Татаринцево с",55.358683,38.347256
168,"Бремен","",55.56196420630343,37.34453253596803
169,"Бригантина","",56.00766361789134,37.57143296077879
170,"Бристоль","Москва, Новомосковский, Московский",55.602144,37.346551
171,"Британика","Московская обл, Истринский р-н, Петровское (Ленинский с/о) д",55.904216,37.086955
172,"Брусландия","Московская обл, Истринский р-н, Ермолинское с/п",55.913777,36.716562
173,"Бубново","",55.31973087950497,38.49918090797121
174,"Бузаево","",55.715130148568136,37.11906738203129
175,"Булгаков","Москва, Троицкий, Щаповское",55.391631,37.380848
176,"Булгаково Life","",55.71836060128424,38.28177452087402
177,"Бунгало CLUB-KUROVO","",56.27515459084745,37.55141068261719
178,"Бунин парк","",55.53483423627665,37.46586176884762
179,"Буньковские просторы","",55.84807116300021,38.60713013820805
180,"Буньковские сосны","",55.17323103075767,38.221092224121094
181,"Былово","",55.45029463691567,37.249612249768006
182,"Валуевская Слобода","",55.57411497076062,37.34794586026612
183,"Варварино-2","",55.38836279169627,37.24708301157227
184,"Васильевское","",55.93497175113025,37.919912338256836
185,"Васильково","",55.57073745711676,38.54930603004152
186,"Васильково","",56.377798981174806,38.095951080322266
187,"Васильково 2","",55.20106334033826,37.26785659790039
188,"Васнецово","Московская обл, Дмитровский р-н, Ваньково д",56.268047,37.701223
189,"Васнецово Парк","",56.27948435225079,37.68653869628906
190,"Ватутинки","Москва, Новомосковский, Десёновское",55.499571,37.36661
191,"Вау! Тутинки","",55.48772733296428,37.368050144610606
192,"Векшино","Московская обл, Дмитровский р-н, Редькино д",56.157047,37.253584
193,"Велегож-2","",54.69526542604806,37.27592468261719
194,"Велегож-4","",54.70105902371833,37.2959927352905
195,"Велегож-Парк","",54.775066597932046,37.36542070543214
196,"Велегож-Парк Эко","",54.73437426477079,37.32071197357175
197,"Велегожские дачи","",54.69867831596049,37.42370879974362
198,"Веледниково Club","",55.798000348683466,37.121171951293945
199,"Веледниково DELUXE","Московская обл, Истринский р-н, Веледниково д",55.799765,37.116016
200,"Велеми","",55.04431305451376,37.36092593226317
201,"Велиборы","",55.05457918600795,36.485252380371094
202,"Великие озера","",55.3813157198068,38.14856254554445
203,"Велино","Московская обл, Раменский р-н, Верхнее Велино д",55.442704,38.212356
204,"Величъ","",55.7538649237171,36.86370611114501
205,"Вельвет","",55.87322831214605,36.79384255606692
206,"Вельга","",56.12950763319112,36.67332592572632
207,"Вельга парк","",56.14134155069025,36.67940139770508
208,"Вельяминово","",55.197532582055054,37.97076494603266
209,"Вельяминовский Уездъ","",55.17494661199841,37.890472412109375
210,"Венский Лес","",55.179652005577495,36.71682067999268
211,"Веретенки","Московская обл, Истринский р-н, Веретенки д",55.921506,36.60907
212,"Вернисаж","",55.98810803494071,36.1285400390625
213,"Верхнее Сареево","",55.71676309701264,37.1887461307922
214,"Верхняя Искань","",54.802268028128864,37.280731201171875
215,"Веселёво","",54.78875969510723,37.279014587402344
216,"Веселево-2","",54.789403051421026,37.254981994628906
217,"Весенино","",55.52814472272227,37.12760925292969
218,"Весна","",55.84294011297761,38.332157135009766
219,"Вестерн (бывший Вест Кантри)","",55.93979558680774,36.89855280076904
220,"Вестфалия","",54.784500379221235,37.719785412609895
221,"Веткино","",54.96215536289311,36.53198761328122
222,"Визендорф","",56.101242990288824,38.0336119020385
223,"ВИК","",55.448619135614926,36.954758966809095
224,"Вилла Тоскана","",55.63133323404613,37.28716249107663
225,"Вилла Фортуна","",55.53270714670453,37.188207773449676
226,"Випушки","",55.41383746478493,37.291364151281755
227,"Витязь","",55.509485469570585,37.379608154296875
228,"Вишенка","",55.47522953171849,38.40039253234863
229,"Вишневый сад","Московская обл, Клинский р-н, Алексейково д",56.091838,36.555809
230,"Владевиль","",56.02153519653537,37.333945239587365
231,"Владычино","Московская обл, Солнечногорский р-н, Владычино д",56.026674,37.324443
232,"Внучок","",55.596172775130235,37.21026449049077
233,"Водопад","",56.27585015737966,37.721901199383524
234,"Воздвиженское","Московская обл, Серпуховский р-н, Каменка д",54.956011,37.460951
235,"Вознесенское","",55.32645890100456,37.115421295166016
236,"Волна","",55.548057597358074,35.934906005859375
237,"Волшебная страна","Московская обл, Серпуховский р-н, Пролетарский пгт",54.944978,37.544432
238,"Воронки","",55.79483795387601,37.27552466243287
239,"Вороново","",55.41693335080085,35.66917419433594
240,"Вороново-2","",55.41997807952758,35.67080497741699
241,"Воскресение","",55.68487061829608,37.14698616400142
242,"Воскресенки","Московская обл, Серпуховский р-н, Новинки д",54.978819,37.647109
243,"Воскресенские усадьбы","Московская обл, Ногинский р-н, Воскресенское с",55.927029,38.306553
244,"Воскресенское","",55.92701256732864,38.28545626634525
245,"Воскресенское","",54.56202184230143,36.32736725195309
246,"Воскресенское озезо","",55.92951373997464,38.305864421655315
247,"Воскресенское-Полесье","",55.886744931655336,38.29164505004883
248,"Восточные угодья","",55.7740627405231,38.238773345947266
249,"Восточный берег","",55.42605341216582,38.292500610119646
250,"Восточный сад","",55.644683069496715,38.376650248718306
251,"Восход","",55.178606209927636,37.85672657623286
252,"ВОТЧИНА Country Club","",56.38673276048231,39.616355895996094
253,"Времена года","Московская обл, Серпуховский р-н, Гавшино д",54.955675,37.336984
254,"Времена Года 2","",56.21062485545297,37.59484101098633
255,"Всходы","",54.99273416457247,37.56754345782474
256,"Высокий берег","",55.0280617658564,37.269084814453095
257,"Высоковские дачи","",56.33224217376392,36.57254219055176
258,"Высокое","Московская обл, Клинский р-н, Шипулино д",56.33291,36.524763
259,"Высоты","",55.04853162334867,36.45821571350098
260,"Высоты 2","Московская обл, Наро-Фоминский р-н",55.387776,36.522499
261,"Вяземские сады","Московская обл, Серпуховский р-н, Нижние Велеми д",55.03298,37.353522
262,"Вяземское","Москва, Новомосковский, Сосенское",55.57833,37.465892
263,"Гавань","",56.06743618189346,36.85758590698242
264,"Гагаринленд","",55.64767382043645,35.08387067949218
265,"Гайд Парк","",55.4335961481949,37.326077197009226
266,"Гармония","",56.01347242818336,38.39221009426274
267,"Гельвеция","Московская обл",55.815792,37.380031
268,"Гжель 2","",55.62344834643929,38.38357908721923
269,"Гжель Плюс","",55.594158442638744,38.46038818359375
270,"Глаголево Парк","",55.47024147482353,37.03703521954344
271,"Глазово","Московская обл, Можайский р-н, Глазово д",55.634176,35.771696
272,"Глазурный","",56.02885048138238,37.640703867321804
273,"Глебово","Московская обл, Истринский р-н, Глебовский п",55.942146,36.707139
274,"Голицыно 9","",55.55759552617312,36.99732732618406
275,"Головково","",56.49936531009251,36.562843322753906
276,"Головлево","",55.217358389540586,36.95369853668217
277,"Гольф и Яхт-клуб Пестово","",56.09444915206525,37.62087821960449
278,"Горки","",55.498764839019316,37.75506071895143
279,"Горки","",56.6657402189684,38.331726121521
280,"Горки 9-18","Московская обл, Клинский р-н, Афанасово д",56.093023,36.492971
281,"Горки XXI","Московская обл, Одинцовский р-н, Большое Сареево д",55.710778,37.183812
282,"Горки-8","",55.697981175066055,37.15299431219478
283,"Городец","",55.816352523017834,36.52942156791687
284,"Господиново","",56.07984342587308,39.71085548400879
285,"Государев двор","",55.216615032783224,37.41725291763919
286,"Гранд Руза Парк","Московская обл, Волоколамский р-н, Таршино д",55.853299,35.792088
287,"Графская Усадьба","",55.4047964827828,37.17036031534417
288,"Графские пруды","Московская обл, Наро-Фоминский р-н",55.387776,36.522499
289,"Графский лес","",55.48799698817745,37.14889550976568
290,"Грачевка","",55.10329489685696,36.825788365173366
291,"Грибаново","",55.74667919499998,37.12679594572751
292,"Грибники","",54.60627818101244,38.22315216064453
293,"Грибное","",55.21384596345544,36.8730354309082
294,"Грибово-2","",55.80147394036698,38.59651565551758
295,"Грибово-де-Люкс","",55.645327547833666,37.234139969958505
296,"Григорчиково","",55.506456194516964,37.90441557357178
297,"Грин Вэй","",55.876762658809746,36.7669191185181
298,"Грин Парк","",55.46009992809608,37.362949253503416
299,"Грин Хилл","",55.842940427154275,36.95538891068122
300,"Гринвич","",56.028491120470164,36.97985580460204
301,"Гринфилд","Московская обл, Истринский р-н, Истра",55.914287,36.860284
302,"Гусарская баллада","",55.66049704599451,37.2355842590332
303,"Давыдовское","",55.86396841793522,36.76459765434265
304,"Дарна","Московская обл, Истринский р-н, Дарна с",55.928481,36.932805
305,"Дарна 2","Московская обл, Истринский р-н, Дарна с",55.928481,36.932805
306,"Дарьино","",55.68245418442556,37.10709486400151
307,"Дача художника","",54.75157611616131,37.28279113769531
308,"Дачи писателей","",55.63853092123643,37.287453173046856
309,"Дачная провинция","",55.677802190524694,35.66256523132324
310,"Дачники","",56.877455393409896,37.59225711822512
311,"Дачный","",54.74433134306929,37.91207057647705
312,"Два ручья","",56.13383304125575,36.36448860168457
313,"Дворянское гнездо","",56.565098168297475,37.989426481164514
314,"Деревеньки","",55.130611919021256,36.199951171875
315,"Деревня Озерна","Московская обл, Рузский р-н, Нововолково д",55.772644,36.274079
316,"Десна-2","",55.49113992496027,37.28222924266356
317,"Деулино-3","Московская обл, Сергиево-Посадский р-н, Деулино с",56.35345,38.118814
318,"Деулино-4","",56.3541238426991,38.110198974609375
319,"Дивово","",56.370894616963085,38.387680875695764
320,"Дмитровка Парк","",56.2674815853819,37.69251633447266
321,"Дмитровка Village","Московская обл, Дмитровский р-н, Труневки д",56.274484,37.756326
322,"Дмитровка Village 2","Московская обл, Дмитровский р-н, Костино с",56.306603,37.717267
323,"Дмитровская слобода","Московская обл, Дмитровский р-н, Икша п",56.173658,37.502759
324,"Дмитровское полесье","",56.27142342876077,37.72118817987064
325,"Дмитроград","Московская обл, Дмитровский р-н, Горшково д",56.375115,37.414724
326,"Доброе","",56.08253475941869,37.957155202490185
327,"Добрынино","",55.93506790429283,39.90757942199707
328,"Добрыня","",55.64785795109126,37.09586041639409
329,"Довиль","Московская обл, Одинцовский р-н, ВНИИССОК п",55.65692,37.211758
330,"Долина","",54.71750670230697,37.49259076690669
331,"Долина Озер","",55.18549301512893,36.52817674791254
332,"Дольче Вита","",55.96762100786649,36.94045378406986
333,"Дом в Покрове","",55.75653456385334,36.13785266876221
334,"Дом у реки","",55.35009917754421,37.15988028360596
335,"Домик в лесу - 3","",56.25393271697121,37.69496262528082
336,"Домодедово Таун","",55.39349326400424,37.763915061950684
337,"Дорино","Московская обл, Шаховской р-н, Дор д",55.800524,35.518973
338,"Дракино Вилладж","",54.8852969074442,37.28279113769531
339,"Дубки","",54.74364976592378,37.360382080078125
340,"Дубки","",56.108810038002154,38.67908477783203
341,"Дубна Ривер Клаб","",56.725850263617076,37.2369035720825
342,"Дубрава","",55.9831891476761,37.613718723864736
343,"Дубрава","Московская обл, Павлово-Посадский р-н, Павловский Посад",55.779393,38.651318
344,"Дубрава у Озера","",55.08887579838023,37.46321073704837
345,"Дубрава-2","Московская обл, Чеховский р-н, Прохорово д",55.298927,37.642231
346,"Дубровка","",54.73761660695969,36.36032623632809
347,"Дубровский лес","Московская обл, Сергиево-Посадский р-н, Скорынино д",56.652863,38.107406
348,"Дудкино","Московская обл, Солнечногорский р-н, Дудкино д",56.079081,37.013788
349,"Духанино","Московская обл, Истринский р-н, Духанино д",55.974363,36.948372
350,"Духанино 3","",55.979436088184734,36.95049597462162
351,"Духанино парк","",55.978216569896695,36.944618225097656
352,"Душоново","",56.060429467672925,38.304356450695764
353,"Дюна","Московская обл, Пушкинский р-н, Ординово д",56.156872,37.715426
354,"Дятловка Форест","",55.74078628875235,38.07509422302246
355,"Европа","Московская обл, Красногорский р-н, Дмитровское с",55.753463,37.122017
356,"Европа-2","",55.742475277244786,37.059485113946494
357,"Европа-3. Английский квартал","",55.74752385133469,37.078457401690684
358,"Европейская долина-2","Москва, Троицкий, Щаповское",55.391631,37.380848
359,"Европейский квартал","Московская обл, Раменский р-н, Прудки д",55.51643,37.952186
360,"Единство","",55.27157182128052,37.66950173414307
361,"Екатерининская Слобода","",55.178506560991245,37.00407446197505
362,"Екатерининское подворье","",56.2398845430682,37.71988836517335
363,"Елизарово-Парк","",55.49919844680981,37.135934829711914
364,"Елизарово-Park","",55.50055613016829,37.15372417449953
365,"Елки","",55.99864756480717,37.30208005750728
366,"Елки","",56.3858774893313,36.872520446777344
367,"Ёлочка","",55.778165995937634,37.189064025878906
368,"Ёлочки","",56.2251267650503,38.13955307006836
369,"Еремеево Life","Московская обл, Истринский р-н, Еремеево д",55.940986,37.025807
370,"Есенино","Москва, Новомосковский, Филимонковское",55.570014,37.322368
371,"Ефимовский лес","",55.7091255947123,38.76405715942383
372,"Жаворонки-1","",55.6432566089236,37.067965442639206
373,"Жемчужный","",55.84428943160727,38.8531494140625
374,"Живописный","Московская обл, Дмитровский р-н, Каменка д",56.178228,37.301249
375,"Жилино","",56.06698319280215,37.238329852624474
376,"Жуковка","Московская обл, Пушкинский р-н, Жуковка д",56.050652,37.992538
377,"Жуковка XXI","Московская обл, Одинцовский р-н, Жуковка д",55.737963,37.25318
378,"Журавли","",55.37591412074456,35.96368841975709
379,"Журавли","Московская обл, Красногорский р-н, Опалиха мкр",55.827732,37.252731
380,"Завидово","",56.57934276597055,36.5460205078125
381,"Завидово Honka","",56.58241544930691,36.53872489929199
382,"Загородный квартал","",55.95703264518511,37.479257583618164
383,"Загородный клуб Раздолье","",55.9751892151952,37.77370229188227
384,"Загорское","",56.28895242499064,37.77226235584715
385,"Загорье","",55.52565453967613,38.33603206190185
386,"Загорье","",55.81830682027122,36.49615287780762
387,"Загорянский","",55.87924802844163,37.93485533680416
388,"Залесье","",56.356775272439066,38.54236699981686
389,"Залесье","",56.150856598810634,37.714433670043945
390,"Заокские пейзажи","",54.726444547633214,37.38731658782956
391,"Западная долина","Москва, Новомосковский, Марушкинское",55.59516,37.208273
392,"Западная Резиденция","",55.665779895622414,37.148660411608944
393,"Западная ривьера","",56.010186640785584,36.81243896484375
394,"Западный","",55.82192325111821,36.361656188964844
395,"Западный парк","",55.58719005012323,36.89185696477057
396,"Заповедная поляна","",55.008388074304044,36.35049819946289
397,"Заповедное","Московская обл, Клинский р-н, Вертково д",56.118575,36.405395
398,"Заповедное озеро","",56.07003120422007,37.33043957916266
399,"Заповедное озеро","",54.965100207777446,37.57650375366211
400,"Заповедное озеро","",56.25193374836576,36.265869140625
401,"Заповедные поляны","",54.75577675081771,37.290499571228
402,"Заповедный","",55.38780376644447,37.76639475489503
403,"Заповедный Берег","",56.09938032678389,39.02498245239258
404,"Заповедный бор","",55.44089885167212,38.60527522760003
405,"Заповедный Край","",56.093391244830165,39.03124294993893
406,"Заповедный парк","Московская обл, Щелковский р-н, Оболдино д",55.881399,37.928857
407,"Заповедный парк","",56.10263551353687,39.00979042053223
408,"Заречный","",55.890090272270804,36.87140464782715
409,"Заречье","",55.847614338321726,36.593828201293945
410,"Заречье","",55.490039337819034,37.30390548706055
411,"Заречье","",54.732946732000336,37.0733642578125
412,"Заречье Виладж","",54.75552063488467,37.52196540832517
413,"Заречье-2","",54.73195556729821,37.06718444824219
414,"Затеевка","",56.503344510955564,37.0048713684082
415,"Захарьино","",55.53397392495738,36.20364189147949
416,"Захарьино-2","",55.527950401102544,36.20595932006836
417,"Защепино","",56.179292065863706,37.65134811401367
418,"Звенигородская усадьба","",55.69451710730985,36.81315103801876
419,"Звенигородский лес","Московская обл, Одинцовский р-н",55.641737,36.900798
420,"Звенигорье","",55.73558068031571,36.70924392012944
421,"Зеленая долина","",55.56336055853325,38.01990234351808
422,"Зеленая опушка","",55.47005935361632,38.32717620826418
423,"Зеленая опушка 2","",55.45311389872796,38.2474422454834
424,"Зеленая роща","",55.98985282937505,37.941893674487346
425,"Зеленая роща 1","",55.584746471282344,36.93065325054317
426,"Зеленоградский","Московская обл, Солнечногорский р-н",56.121496,37.057958
427,"Зеленцино","",56.291667521124914,38.7380659103394
428,"Зеленые дали","Московская обл, Дмитровский р-н, Семеновское с",56.322854,37.124532
429,"Зеленые Холмы","",55.52374158628491,37.102452983020044
430,"Зеленый берег","",56.143675643638694,37.75655822753902
431,"Зеленый бор","Московская обл, Пушкинский р-н, Тарасовка с",55.963304,37.815256
432,"Зеленый город","",56.05835794361794,37.36707588533932
433,"Зеленый Квартал","",55.93191748313193,36.84098696708679
434,"Зеленый Мыс","",56.1045353359731,37.62068699570318
435,"Зелёный Парк","",56.34616877045181,38.44741903487545
436,"Земляничная поляна","",54.73713287724549,36.18437207817385
437,"Земляничные поля-2","",55.374770198357325,38.38829040527344
438,"Земляничный","",55.14432273060526,37.57644415056154
439,"Зимний сад","",55.527178619343324,37.172431159973144
440,"Златово","",55.03199725417779,37.24741256561276
441,"Золотая долина","",55.5263380397076,37.05034332275386
442,"Золотая подкова","",55.42248675962579,38.50716590881348
443,"Золотой бор","",56.20434083281466,37.2451114654541
444,"Золотые луга","",56.20178655974946,37.849273681640625
445,"Золотые Пески","",55.6321851207613,35.772800968585216
446,"Золотые Сосны","",56.20503308312929,38.52201461791992
447,"Зосимово","Москва, Троицкий, Новофёдоровское",55.42564,36.931879
448,"Зубрвиль","",54.89580200803633,37.4937466415405
449,"Зыковский Уездъ","",56.06494467071301,36.691246032714844
450,"Ивакино-Покровское","",55.94884156480532,37.448786700769006
451,"Иванов лес","",55.50535397005198,38.841819763183594
452,"Иванов лес-2","",55.504527618116825,38.836669921875
453,"Иванова Фазенда","",54.55125908925347,38.37627410888672
454,"Ивановское","",55.78896234670123,37.09661771411129
455,"Ивантиновские ключи","",55.017630852568274,37.31659210052487
456,"Иволги","",55.87870402552542,36.965527296066284
457,"Ивушка","",55.37458606643083,38.47120010352785
458,"Иглово","",55.789602476757636,36.67805353435665
459,"Игнатово-2","",56.17260975373129,37.54016686242676
460,"Идальго","Московская обл, Истринский р-н, Карасино д",55.874587,36.534411
461,"Идиллия","",55.43819932833847,37.34746056590575
462,"Изумрудная долина","Москва, Троицкий, Первомайское",55.536573,37.158982
463,"Изумрудная долина","",54.73760488133717,37.30313301086426
